,Gene,Top_1_Explained_Variance,Top_1_iModulon,Top_2_Explained_Variance,Top_2_iModulon,Top_3_Explained_Variance,Top_3_iModulon
1044,lolD,0.11865525358806028,Thiamine-2,0.10767539614870736,ppGpp,0.10060679793865857,UC-8
1045,lolE,0.08029443438680228,IS Elements-1,0.07249511821409438,Thr/Ser-1,0.06811070197741065,minicoli KOs
1046,nagK,0.061307162591439424,IS5,0.056519816051673666,YgeV,0.05020895942700265,minicoli KOs
1047,cobB,0.2130703699499592,Cold Shock,0.16780802272023432,UC-2,0.07499642088752267,Lrp
1048,ycfZ,0.17815564128682437,ppGpp,0.06819041316276042,Efflux Pump,0.06737293084854468,Translation
1049,ymfA,0.18502167575046902,Translation,0.17992409991482428,ppGpp,0.09628799330529014,Phage Shock
1050,potD,0.21311780782160417,Nucleotide Stress,0.07848058583399287,ppGpp,0.057608623974230944,Zinc-2
1051,potC,0.37373909413053497,ppGpp,0.1290392896850825,Translation,0.07800514644313383,Thr/Ser-2
1052,potB,0.31660914181819955,ppGpp,0.27529881434736114,UC-2,0.08173370891280674,Translation
1053,potA,0.39310507683855667,ppGpp,0.09302341441655404,Translation,0.03915741719952559,ArcA
1054,pepT,0.42703768409153564,Fnr-1,0.2085345179093242,Fnr-2,0.19176306629483364,ppGpp
1055,roxA,0.13413043664891544,Cold Shock,0.11512583165174861,FlhDC-2,0.11452881602694309,Translation
1056,phoQ,0.11284011961377727,Cellulose,0.08450131904444524,Glyoxylate,0.07996229506410957,gcvB
1057,phoP,0.23903506705655242,Cellulose,0.11313299587137482,Cold Shock,0.08768188979832736,Acid Shock RNA
1058,purB,0.6775547571610545,Purine,0.16190454291342105,Translation,0.09377956984606117,Cytochrome c
1059,hflD,0.36702555499809275,ppGpp,0.2455713474265816,Purine,0.09915098151353452,Cytochrome c
1060,mnmA,0.5502773124772455,ppGpp,0.09618527086410555,UC-8,0.08894005627145196,Crp-1
1061,nudJ,0.0657196337537066,Cytochrome c,0.05642887209542857,Crp-1,0.05413061142110687,IS5
1062,rluE,0.08723854974285572,trxC Del,0.08180000001744647,GadXW,0.07984524238754376,ppGpp
1063,icd,0.18187909879500153,ArcA,0.13369669992861577,Leucine,0.10306429889988677,Cold Shock
1064,ymfD,0.5831123315162117,e14 Del,0.1682955199486149,LPS,0.06440009747468656,YmfT
1065,ymfE,0.49702926759938015,e14 Del,0.242652069454114,Crp-1,0.10235061862768369,UC-5
1066,lit,0.7275103550059707,e14 Del,0.08854105542559587,UC-5,0.08691613988206448,LPS
1067,intE,0.6556809324862132,e14 Del,0.3378295504560056,YmfT,0.10524985523928809,Cellulose
1068,xisE,0.4526371374337608,e14 Del,0.36937506862415326,YmfT,0.05302788930631641,Cellulose
1069,ymfH,0.25542043885121024,YmfT,0.057838434108593795,Resistance,0.048993808627290525,Rhamnose
1070,ymfI,0.8781070055970898,e14 Del,0.06074841423148314,ROS TALE Del-1,0.047364387015463305,Cold Shock
1071,ymfJ,0.5642789986468868,YmfT,0.46267394795165306,e14 Del,0.05875456004544932,Cellulose
1072,ymfK,0.8217403934138814,e14 Del,0.1901403129013326,minicoli KOs,0.06960066349234029,ROS TALE Del-1
1073,ymfT,0.6360836005663497,YmfT,0.09158723236291033,e14 Del,0.04849700978755822,Acetate
1074,ymfL,0.5521716164242061,YmfT,0.15055500536899646,e14 Del,0.05124862315553036,UC-7
1075,ymfM,0.5580075339905574,YmfT,0.15418420329473626,e14 Del,0.05922322434032379,Thiamine-1
1076,ymfN,0.2695742620139484,YmfT,0.10124843745124645,ytiC,0.07782423376423186,Resistance
1077,ymfR,0.17908779343435033,YmfT,0.06157319965507824,Thiamine-2,0.05764073440381268,yneP
1078,beeE,0.26686696428244727,YmfT,0.13259057662561746,e14 Del,0.049291882178933655,Translation
1079,jayE,0.26348565287072057,YmfT,0.20461069430526946,e14 Del,0.06635695850057699,Glutarate
1080,ymfQ,0.18813344787036546,YmfT,0.08194389032043081,e14 Del,0.051581694786237975,ROS TALE Del-1
1081,ycfK,0.16576794844574028,e14 Del,0.1426010953523973,YmfT,0.08839185650801107,UC-6
1082,tfaP,0.4008195397701503,e14 Del,0.07489773773629871,Cellulose,0.06570877045888035,Membrane
1083,tfaE,0.2047496854079054,e14 Del,0.12452581591338574,Cellulose,0.09990511600025431,UC-7
1084,stfE,0.13147083488501488,e14 Del,0.07729986715952986,YmfT,0.057418349766075516,ytiC
1085,pinE,0.25156879480287375,e14 Del,0.0606065959179064,minicoli KOs,0.057804251524563255,UC-1
1086,mcrA,0.730872487769032,e14 Del,0.1027276857096443,UC-5,0.07089828862982928,Cellulose
1087,iraM,0.279855043877543,LPS,0.27783331078533824,Magnesium,0.1962168924803107,gcvB
1088,ycgX,0.17861700371886602,gcvB,0.16790210715754406,Fatty Acid,0.11864989946381843,LPS
1089,bluR,0.5394479301108601,minicoli KOs,0.1397645511535307,Cellulose,0.08905101576047714,Cold Shock
1090,bluF,0.3695758768660128,Cold Shock,0.18238413466243208,ArcA,0.09147309886038313,Acetate
1091,ycgZ,0.7381787284853321,Biofilm,0.12328287899362067,ArcA,0.07983014122769416,minicoli KOs
1092,ymgA,0.7977434919220873,Biofilm,0.1289615439804057,ArcA,0.03799579382099427,Acetate
1093,ariR,0.8554721194475357,Biofilm,0.0550821274607749,ArcA,0.05343235378169098,UC-7
1094,ymgC,0.8580729309496831,Biofilm,0.031237182258784024,LPS,0.027615340356541007,Putrescine
1095,pdeG,0.41726120517410237,Biofilm,0.10222967265268668,Cellulose,0.0790220437193132,UC-7
1096,ymgD,0.27810396339881904,UC-4,0.26510089953268645,minicoli KOs,0.15045813490780413,Cellulose
1097,ymgG,0.21057857056963492,UC-4,0.14908189392627347,minicoli KOs,0.12298639111325005,ymgI
1098,minE,0.15034371641991084,Cellulose,0.08719628313700956,DNA Damage,0.06365972705882539,Nucleotide Stress
1099,minD,0.2990005893874761,Cellulose,0.15655354245251218,Nucleotide Stress,0.14698348467733235,DNA Damage
1100,minC,0.21781738679862017,Cellulose,0.10339849215141295,DNA Damage,0.06544415036772078,Acetate
1101,ycgJ,0.31686951508969363,Cellulose,0.1839044605112704,UC-1,0.07064819025398117,Nucleotide Stress
1102,pliG,0.5226741499546139,Zinc-1,0.20328253042422761,Cold Shock,0.06591585024316793,Nucleotide Stress
1103,ycgL,0.120689795523923,Cold Shock,0.11396600144954594,Cellulose,0.07217586008106458,UC-5
1104,ycgM,0.09640731187261575,ppGpp,0.09168204332230201,UC-5,0.07808999796819882,FlhDC-2
1105,ycgN,0.10785978842233479,Nucleoside,0.0465042058987718,Glutarate,0.04281354100458612,UC-5
1106,hlyE,0.22237450794432823,UC-8,0.13689037199692944,Cellulose,0.10609490758720219,Fnr-2
1107,umuD,0.33263670185572125,DNA Damage,0.13121721510492024,Crp-2,0.10204814393711603,Glutamine
1108,umuC,0.2669058216436945,DNA Damage,0.21385108797500096,minicoli KOs,0.06634252802259544,UC-7
1109,dsbB,0.20016422228318043,UC-8,0.10530752372511998,FliA,0.07231734056419914,Glycolate
1110,nhaB,0.24106652415391838,UC-8,0.09037146155098408,ppGpp,0.07970408052735178,UC-3
1111,fadR,0.15953531265927767,Glutarate,0.09618553121641349,Cold Shock,0.08170898205406196,Efflux Pump
1112,ycgB,0.8735904970152463,RpoS,0.21137932582041974,UC-8,0.071427566420878,NtrC-1
1113,dadA,0.12266808950429808,ArcA,0.04433398481307671,UC-7,0.04236514360767074,Lrp
1114,dadX,0.11907324168623379,ArcA,0.04930084400354806,Dipeptide,0.04189922839273974,UC-7
1115,cvrA,0.06373899272992889,UC-8,0.060661730269292446,Maltose,0.04747482559449012,minicoli KOs
1116,ldcA,0.11820715308303209,Cold Shock,0.10568096420837148,UC-6,0.09401046736925456,FDH-O
1117,emtA,0.18391681692241124,Cold Shock,0.11002070263970254,ppGpp,0.07198354998052281,Nucleoside
1118,ycgR,0.8444424047216981,FliA,0.03270277827109336,UC-8,0.01667488773632908,Flagella
1119,ymgE,0.6662919722379097,RpoS,0.10557814535679799,UC-8,0.059210196712637275,UC-7
1120,ycgY,0.38745222984006333,UC-8,0.2356299821788208,RpoS,0.16975927160890003,Cellulose
1121,treA,0.6277960590570071,RpoS,0.1521995644484726,NtrC-1,0.09921640974205748,UC-3
1122,dhaM,0.545951861372622,DhaR,0.09897314142299363,Glycolate,0.06675239326342974,Cra
1123,dhaL,0.46310666412789137,DhaR,0.07509344858895473,FDH-O,0.06029720059513999,Glycerol
1124,dhaK,0.452983179946018,DhaR,0.08036709953830334,Glycerol,0.07913068610867735,Fnr-2
1125,dhaR,0.1358746298435466,RpoH,0.06228125614652391,Cold Shock,0.060677253564920264,Thiamine-1
1126,ycgV,0.15388513310546725,ArcA,0.08376166706472166,Cellulose,0.07410843106392317,Translation
1127,ychF,0.3145758822154573,ppGpp,0.08491590386755687,Fnr-1,0.07940114956478017,Purine
1128,pth,0.449066511868085,ppGpp,0.11948247582033178,Fnr-1,0.0894771138444248,Crp-1
1129,ychH,0.5776302406797944,Crp-1,0.14393889255338588,UC-8,0.1267500113359734,Fnr-3
1130,dauA,0.3060633084197286,Nucleotide Stress,0.13648383782490192,YieP,0.08067460913334601,rcsB KO
1131,prs,0.2897790882142953,ppGpp,0.19132472506100584,Purine,0.13032452385495208,Fnr-1
1132,ispE,0.16440602812016902,Cold Shock,0.1099467113293765,IS Elements-2,0.0884813382545443,Crp-1
1133,lolB,0.13327307768835206,ROS TALE Amp,0.1317366837831654,Glutarate,0.12590520076452016,Cold Shock
1134,hemA,0.16617688481785786,NrdR,0.11309576226252571,Nucleotide Stress,0.10887600621193372,Cellulose
1135,prfA,0.2853580955929772,Nucleotide Stress,0.21667008088530426,UC-5,0.11435934409183113,Cellulose
1136,prmC,0.2836612495552836,Nucleotide Stress,0.21393545553180882,UC-5,0.15067586216994655,Cellulose
1137,ychQ,0.15989869399070045,UC-5,0.06084314198852547,Nucleotide Stress,0.06022104352334934,Thiamine-2
1138,ychA,0.20632819830880078,SoxS,0.10199854030092437,Crp-1,0.05844183397589908,UC-7
1139,kdsA,0.12880199139866322,Cold Shock,0.09448000791721256,UC-3,0.09161510128487338,UC-8
1140,chaA,0.2315797115675633,Cellulose,0.0945985626131367,CpxR,0.08657653040055235,ppGpp
1141,chaB,0.4614563960706234,RpoS,0.270708978286756,Cellulose,0.1460251300503016,UC-8
1142,chaC,0.3516201339730114,NtrC-1,0.07776892809520153,Cellulose,0.06203279771928194,UC-1
1143,ychN,0.11369776285586086,Thiamine-2,0.10376188884116844,NRZ,0.051780114057375815,nquinone ALE 3
1144,ychO,0.085940003996964,Capsule,0.08206253640025585,Thr/Ser-1,0.07486296483009469,Glyoxylate
1145,narL,0.24488941249205098,Cold Shock,0.1448318492253925,UC-2,0.12702186834181328,Glutarate
1146,narX,0.1375221998014562,gcvB,0.1360598907844458,Cold Shock,0.12439809261766965,FDH-N/NRA
1147,narK,0.7038489981080279,FDH-N/NRA,0.34366087612027085,Fnr-3,0.09747026540458503,Nitrate/Nitrite
1148,narG,0.7150065676052934,FDH-N/NRA,0.20361248369395013,Fnr-2,0.19088113617570757,Fnr-1
1149,narH,0.6941172275023825,FDH-N/NRA,0.35074223275240124,N Reduction,0.2373835136172363,Fnr-1
1150,narJ,0.6548304682188284,FDH-N/NRA,0.35951035230743167,N Reduction,0.06594304279436836,Translation
1151,narI,0.6345097098124477,FDH-N/NRA,0.3754306147035096,N Reduction,0.09791339471738392,Translation
1152,ychS,0.16290941460344888,SSW SNPs,0.07242484538092675,FDH-N/NRA,0.042569943853275394,Fnr-1
1153,purU,0.13826811053444776,Cold Shock,0.09839186363752905,ppGpp,0.07605009981687827,Cellulose
1154,ychJ,0.2157545404802682,Cellulose,0.06003995265214601,Osmoprotectant,0.05903317732161528,UC-8
1155,rssA,0.2779157856808825,UC-8,0.17451144845949906,RpoS,0.09993251365755185,NtrC-1
1156,rssB,0.4480500128322563,RpoS,0.31444373312599005,UC-8,0.09903483275235869,IS5
1157,galU,0.24950560028923274,Cold Shock,0.14575420711058218,UC-4,0.1012757757954702,pts ALE
1158,hns,0.1013365707295728,ROS TALE Amp,0.07337405826422339,ppGpp,0.06481474968395451,UC-7
1159,tdk,0.1633044074463007,Cellulose,0.13983137120664435,ppGpp,0.08351597367036634,Cytochrome c
1160,adhE,0.5812752213136987,ROS TALE Del-2,0.15936622718850768,minicoli KOs,0.13505881129354036,Crp-2
1161,ychE,0.5772714805868621,ROS TALE Del-2,0.14314022591562503,Fnr-2,0.10300512854379018,Cold Shock
1162,oppA,0.8984153619470775,ROS TALE Del-2,0.05076073591652175,Glutamine,0.025755246105805818,UC-7
1163,oppB,0.9115091767955499,ROS TALE Del-2,0.05252539526569078,Lrp,0.05135179687274316,Dipeptide
1164,oppC,0.897866851771918,ROS TALE Del-2,0.06403781849879397,Lrp,0.05277167593624821,minicoli KOs
1165,oppD,0.9094511573271868,ROS TALE Del-2,0.10048138264029116,minicoli KOs,0.07247990717983599,Lrp
1166,oppF,0.8989673723883166,ROS TALE Del-2,0.13197665720426333,minicoli KOs,0.060787331034394376,IS Elements-1
1167,yciU,0.34472321917220794,ROS TALE Del-2,0.31917719879511697,minicoli KOs,0.09347828945552572,Thiamine-2
1168,clsA,0.12122534596142431,Cellulose,0.08965888695243285,Nucleotide Stress,0.08938876583649835,Efflux Pump
1169,kch,0.4463253541862888,GadXW,0.3523214053410332,Cellulose,0.17581500269849215,Nucleotide Stress
1170,yciI,0.10692520966251606,Cold Shock,0.09043085319268784,UC-6,0.05909906552170241,FDH-O
1171,tonB,0.7072200357559342,Fur-2,0.0734198199079682,yjjZ,0.06534629240330014,Cold Shock
1172,yciA,0.28156255401994235,ppGpp,0.17129664858187466,UC-7,0.0668170170385598,RpoS
1173,yciB,0.14754627150338484,NRZ,0.11349604783394773,Glycolate,0.0684368668234907,Propionate
1174,yciC,0.11374279337090754,minicoli KOs,0.09412098828629656,Cellulose,0.057578168275397634,UC-6
1175,ompW,0.5181954688802479,Fnr-3,0.2469222692864802,Fnr-1,0.1527824975754759,UC-2
1176,yciE,0.1496656399222055,Glyoxylate,0.11980752861570365,UC-8,0.10481206473533011,GadXW
1177,yciF,0.4386796867196556,RpoS,0.12400412316553133,GadXW,0.09604233064089795,Glyoxylate
1178,yciG,0.7491698358576067,RpoS,0.07016917811664647,GadXW,0.06284831360571885,NrdR
1179,trpA,0.704500817774002,Tryptophan,0.1470058636868492,Tyr/Trp/Phe,0.07798771008386751,Leucine
1180,trpB,0.7657864166333768,Tryptophan,0.15604494111402467,Tyr/Trp/Phe,0.0777856933773643,Leucine
1181,trpC,0.7562438009883724,Tryptophan,0.2158480856220717,Tyr/Trp/Phe,0.0744087580815821,Leucine
1182,trpD,0.7714032459464868,Tryptophan,0.1899829703518735,Tyr/Trp/Phe,0.07004471410297453,Histidine
1183,trpE,0.7383113021766615,Tryptophan,0.2208392954335645,Tyr/Trp/Phe,0.07180989655003556,Lrp
1184,rnm,0.11746769686712832,gcvB,0.09636988681405889,UC-8,0.0916237346748161,Efflux Pump
1185,yciO,0.10191668551893807,UC-8,0.054937060289603434,FlhDC-2,0.05408311940064625,Purine
1186,yciQ,0.12816250674696417,UC-2,0.07541104005541888,minicoli KOs,0.05812053212867119,ypaB
1187,rluB,0.5578084317378131,ppGpp,0.2902643136733367,Translation,0.05735447447020536,Sialic Acid
1188,btuR,0.09512449247468835,UC-8,0.05852058230957369,Osmoprotectant,0.05583111952194297,Glycolate
1189,yciK,0.07586110593811213,Leucine,0.06252009629314148,ppGpp,0.04420786062333748,IS1
1190,sohB,0.3334612238399366,UC-1,0.0716918142590226,ppGpp,0.06782764030776367,crp KO-1
1191,yciN,0.13422596577047374,Lrp,0.10559669570531116,Thr/Ser-1,0.08900665198883595,Methionine
1192,topA,0.2937412115970335,ppGpp,0.10725194408381822,Fnr-1,0.09188366876282594,Translation
1193,cysB,0.2530229250922822,Cysteine-1,0.12812165150853716,UC-9,0.12522802171926561,Fnr-1
1194,acnA,0.20936870798777418,SoxS,0.1906638474702711,ArcA,0.16159675053350853,Glyoxylate
1195,ribA,0.5355590116178542,SoxS,0.05550471941228685,nquinone ALE 3,0.0506698783663726,RpoS
1196,pgpB,0.23822020965134538,UC-8,0.15737235407409378,UC-2,0.14100643517260503,Translation
1197,lapA,0.17184057397579688,Resistance,0.09347312279051279,UC-6,0.0542966006911082,RpoH
1198,lapB,0.053435413986641866,RpoH,0.04578028273679868,minicoli KOs,0.04501121019349119,YjfJ
1199,pyrF,0.5180521935751095,ppGpp,0.3127931669332844,Pyrimidine,0.08203359062145477,Fnr-1
1200,yciH,0.409108392321306,ppGpp,0.2729879575647849,Pyrimidine,0.08714807546344316,Fnr-1
1201,osmB,0.646546412044508,UC-4,0.06362338081955532,RpoS,0.05800155095972237,FlhDC-2
1202,yciT,0.2021182009810163,Leu/Val/Ile,0.11115694093836248,UC-8,0.08545757764181916,Fnr-3
1203,pdeR,0.4622273009552488,RpoS,0.22713457218957578,UC-8,0.15363194693187565,Glutarate
1204,rnb,0.24424858090973112,ppGpp,0.21336739208560895,Cysteine-1,0.13537846868264325,UC-8
1205,yciW,0.660171272585328,Cysteine-1,0.14247275935193615,Methionine,0.09184828154813807,Biotin
1206,fabI,0.11727446586884338,Cold Shock,0.06720513043923715,Cytochrome c,0.06378090275476023,UC-1
1207,ycjD,0.13328705479329306,UC-5,0.12671443920025371,UC-8,0.11037086315782951,minicoli KOs
1208,sapF,0.09129930940105513,Glutarate,0.07824527460890907,Cold Shock,0.07816796190676079,UC-2
1209,sapD,0.14911203932466421,Cold Shock,0.12788451958022606,Glutarate,0.06033135969312142,ROS TALE Amp
1210,sapC,0.1117160775811894,Cold Shock,0.1042607882364196,Glutarate,0.07970726536291894,UC-3
1211,sapB,0.08902920852983509,Cold Shock,0.07744178476201546,Fnr-2,0.0684378442395237,ROS TALE Amp
1212,sapA,0.19014679067505347,Cold Shock,0.07639255575544557,Fnr-2,0.07391415386212774,ROS TALE Amp
1213,ymjA,0.12777196345306419,Thr/Ser-1,0.07634790222444976,Crp-1,0.03975433708593212,IS Elements-1
1214,puuP,0.863092496481316,Putrescine,0.072644249860226,PAL 10 Del,0.06739414263042143,Curli-1
1215,puuA,0.8647609907694135,Putrescine,0.24602762957417545,ArcA,0.07965357987891353,Glutamine
1216,puuD,0.8347735419319713,Putrescine,0.3288912884232563,ArcA,0.055921629793710737,PAL 10 Del
1217,puuR,0.7705215501266746,Putrescine,0.15724738649569947,minicoli KOs,0.11566279644408417,UC-7
1218,puuC,0.9106217618613804,Putrescine,0.04536573980950043,Acetate,0.03889443669992143,RpoS
1219,puuB,0.8897652315314183,Putrescine,0.035075592490018126,FlhDC-2,0.032288338732706645,Fur-1
1220,puuE,0.86764594902908,Putrescine,0.049423566737120006,Glycolate,0.04079328458976783,RpoS
1221,pspF,0.14480521900652832,ppGpp,0.09167538846245782,UC-2,0.0726584446369235,DNA Damage
1222,pspA,0.3179907957707092,Phage Shock,0.1128604454595481,Nucleotide Stress,0.05258577570296985,CpxR
1223,pspB,0.3646572146745797,Phage Shock,0.07578978351342125,IS1,0.06620640780982068,ppGpp
1224,pspC,0.28402104830178865,Phage Shock,0.07940068276665668,Nucleotide Stress,0.06517131814541877,ppGpp
1225,pspD,0.31500012992006987,Phage Shock,0.0626677629469945,NtrC-1,0.059903323798415786,Nucleotide Stress
1226,pspE,0.42174447425238437,Crp-1,0.12386359047264694,Crp-2,0.12013833547480735,UC-3
1227,ycjM,0.5764835171301952,YcjW,0.13833058426529077,UC-3,0.1017274609721106,Maltose
1228,ycjN,0.6016240177131492,YcjW,0.09146189038847119,FucR/ExuR,0.08720989951765468,Thr/Ser-1
1229,ycjO,0.4891412319257662,YcjW,0.08165795287779709,Maltose,0.06699081730785628,Nucleotide Stress
1230,ycjP,0.4069517749276421,YcjW,0.08347086283093519,Sorbitol,0.07738883017525466,FucR/ExuR
1231,ycjQ,0.258091372345456,YcjW,0.11566210866379578,Cold Shock,0.0757400989099376,ppGpp
1232,ycjR,0.2796791086551206,YcjW,0.06231133347380846,ppGpp,0.052576948297365145,Glutarate
1233,ycjS,0.2728444673477296,YcjW,0.07889537832834492,Glycolate,0.07744175910583107,gcvB
1234,ycjT,0.1804904567288501,YcjW,0.10449502127599675,Translation,0.07353271177932041,ppGpp
1235,ycjU,0.19238722023075294,YcjW,0.037353896688154364,LPS,0.0372325822171472,Phosphate-2
1236,ycjV,0.19106264667453177,YcjW,0.049243224136385155,Cold Shock,0.03240396033741433,Translation
1237,ompG,0.09834385880581398,YcjW,0.06888873446385546,UC-2,0.04782040363750595,yqhI
1238,ycjW,0.24457092155876947,Cold Shock,0.11296550454105758,ppGpp,0.10379519778391877,UC-8
1239,ycjX,0.7025587007776234,RpoH,0.056823400446536554,gcvB,0.03612108160392358,ppGpp
1240,ycjF,0.677524003446994,RpoH,0.04602491528825248,Translation,0.02785925459096883,ppGpp
1241,tyrR,0.277752830058155,ppGpp,0.12804756255402783,Fnr-2,0.06258982536597812,Purine
1242,tpx,0.1472560450474385,Cold Shock,0.12061553779630829,UC-2,0.09095376667933353,UC-3
1243,ycjG,0.17689068703741517,ppGpp,0.08053639727573902,UC-8,0.06868901108736125,UC-1
1244,mpaA,0.12247928090826976,Glutarate,0.09801019871366556,ppGpp,0.07959026565831906,FlhDC-2
1245,ycjY,0.15086572105195584,UC-8,0.1380399080237411,Glyoxylate,0.11027901200390933,RpoS
1246,pgrR,0.13064287345405545,Cellulose,0.12063850427581779,Maltose,0.0827626126284966,Cold Shock
1247,mppA,0.3359909859390253,Cellulose,0.22802062357714414,UC-3,0.09605703430338319,gcvB
1248,ynaI,0.35897187654322893,minicoli KOs,0.162603695371065,UC-5,0.09398571161375524,Glutamine
1249,insH4,0.8639008651839226,IS Elements-2,0.030313694442470895,IS Elements-1,0.010508095103387127,UC-4
1250,ynaJ,0.5599569560151698,minicoli KOs,0.13782282136380064,ArcA,0.06603695593479175,Resistance
1251,uspE,0.4265467417459098,minicoli KOs,0.41182152390708293,UC-7,0.12052769543023922,ppGpp
1252,fnr,0.7517214660196827,minicoli KOs,0.075740529956844,UC-7,0.07298324084271657,Glutamine
1253,ogt,0.41605022838110783,minicoli KOs,0.06581955644002835,ppGpp,0.05485454082725694,Crp-2
1254,abgT,0.08792011431825664,Translation,0.07298495832175012,DhaR,0.057788345353775084,UC-7
1255,abgB,0.24555354388484896,PAL 10 Del,0.14271461071662472,UC-7,0.13146179663249147,UC-2
1256,abgA,0.28564332666077885,PAL 10 Del,0.17778767119593863,UC-2,0.14888605734038773,Nitrogen
