# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 13.0
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	06-03-2024
## Columns:
## (1) tuId. Transcription Unit identifier assigned by RegulonDB
## (2) tuName. Transcription unit name 
## (3) operonName. Operon name containing the transcription unit
## (4) tuGenes. Name of the gene(s) contained in the transcription unit
## (5) pmName. Promoter Name
## (6) tuEvidence. Evidence that supports the existence of the transcription unit
## (7) addEvidence. Additive Evidence [CV(EvidenceCode1/EvidenceCodeN)|Confidence Level]
## (8) confidenceLevel. TU confidence level (Values: Confirmed, Strong, Weak)
## (9) pmids associated to object
1)tuId	2)tuName	3)operonName	4)tuGenes	5)pmName	6)tuEvidence	7)addEvidence	8)confidenceLevel   9)pmids 
RDBECOLITUC01234	pldA	pldA	pldA;	pldAp	[EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF:W]		W	19383799;6397464 
RDBECOLITUC01235	recQ	recQ	recQ;	recQp	[COMP-AINF:W]		W	 
RDBECOLITUC01236	rhtC	rhtC	rhtC;		[COMP-AINF:W]		W	 
RDBECOLITUC01237	pldB-yigL	pldB-yigL	yigL;pldB;		[COMP-AINF:W]		W	 
RDBECOLITUC01238	bioP	bioP	bioP;		[COMP-AINF:W]		W	 
RDBECOLITUC01239	rmuC	rmuC	rmuC;		[COMP-AINF:W]		W	34475859 
RDBECOLITUC01240	tatABC	tatABC	tatD;tatC;tatB;tatA;	tatAp1	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		S	10747959;16980457;9546395;9649434 
RDBECOLITUC01241	tatD	tatABC	tatD;		[COMP-AINF:W]		W	 
RDBECOLITUC01242	ubiD	ubiD	ubiD;		[COMP-AINF:W]		W	 
RDBECOLITUC01243	fre	fre	fre;	frep1	[COMP-AINF:W]		W	 
RDBECOLITUC01244	pepQ-yigZ-trkH-hemG	pepQ-yigZ-trkH-hemG	hemG;trkH;yigZ;pepQ;	pepQp	[COMP-AINF:W]		W	 
RDBECOLITUC01245	yihD	yihD	yihD;	yihDp	[COMP-AINF:W]		W	 
RDBECOLITUC01246	yihF	yihF	yihF;		[COMP-AINF:W]		W	 
RDBECOLITUC01247	yihI	yihI	yihI;	yihIp	[COMP-AINF:W]		W	 
RDBECOLITUC01248	bipA	bipA	bipA;		[COMP-AINF:W]		W	 
RDBECOLITUC01249	yihLM	yihLM	yihM;yihL;		[COMP-AINF:W]		W	 
RDBECOLITUC01250	yihN	yihN	yihN;		[COMP-AINF:W]		W	 
RDBECOLITUC01251	ompL	ompL	ompL;		[COMP-AINF:W]		W	 
RDBECOLITUC01252	yihPO	yihPO	yihP;yihO;		[COMP-AINF:W]		W	32571968 
RDBECOLITUC01253	yihQ	yihQ	yihQ;		[COMP-AINF:W]		W	 
RDBECOLITUC01254	yihR	yihR	yihR;		[COMP-AINF:W]		W	 
RDBECOLITUC01255	yihUTS	yihUTS	yihU;yihT;yihS;	yihUp1	[COMP-AINF:W]		W	29453395 
RDBECOLITUC01256	yihV-csqR	yihV-csqR	csqR;yihV;	yihVp1	[COMP-AINF:W]		W	30372406;29453395 
RDBECOLITUC01257	yihXY-dtd-fabY	yihXY-dtd-fabY	fabY;dtd;yihY;yihX;	yihXp	[COMP-AINF:W]		W	 
RDBECOLITUC01258	yiiE	yiiE	yiiE;		[COMP-AINF:W]		W	 
RDBECOLITUC01259	yiiF	yiiF	yiiF;		[COMP-AINF:W]		W	 
RDBECOLITUC01260	fdhD	fdhD	fdhD;		[COMP-AINF:W]		W	31964733 
RDBECOLITUC01261	yiiG	yiiG	yiiG;		[COMP-AINF:W]		W	 
RDBECOLITUC01262	frvABXR	frvABXR	frvA;frvB;frvX;frvR;		[COMP-AINF:W]		W	 
RDBECOLITUC01263	kdgT	kdgT	kdgT;		[COMP-AINF:W]		W	 
RDBECOLITUC01264	yiiM	yiiM	yiiM;		[COMP-AINF:W]		W	 
RDBECOLITUC01265	fieF	fieF	fieF;		[COMP-AINF:W]		W	 
RDBECOLITUC01266	sbp	sbp	sbp;		[COMP-AINF:W]		W	 
RDBECOLITUC01267	yiiQ	yiiQ	yiiQ;		[COMP-AINF:W]		W	 
RDBECOLITUC01268	yiiR	yiiR	yiiR;		[COMP-AINF:W]		W	 
RDBECOLITUC01269	priA	priA	priA;		[COMP-AINF:W]		W	 
RDBECOLITUC01270	yiiX	yiiX	yiiX;		[COMP-AINF:W]		W	 
RDBECOLITUC01271	yijE	yijE	yijE;		[COMP-AINF:W]		W	 
RDBECOLITUC01272	yijF	yijF	yijF;		[COMP-AINF:W]		W	 
RDBECOLITUC01273	ptsA-fsaB-gldA	ptsA-fsaB-gldA	ptsA;fsaB;gldA;		[COMP-AINF:W]		W	 
RDBECOLITUC01274	frwCB	frwCB	frwB;frwC;		[COMP-AINF:W]		W	 
RDBECOLITUC01275	yijO	yijO	yijO;		[COMP-AINF:W]		W	 
RDBECOLITUC01276	eptC	eptC	eptC;		[COMP-AINF:W]		W	 
RDBECOLITUC01277	fabR-yijD	fabR-yijD	yijD;fabR;		[COMP-AINF:W]		W	 
RDBECOLITUC01278	murB-birA	murB-birA	birA;murB;		[COMP-AINF:W]		W	 
RDBECOLITUC01279	sroH	sroH	sroH;	sroHp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		S	14602901 
RDBECOLITUC01280	nudC-hemE-nfi	nudC-hemE-nfi	nfi;hemE;nudC;		[COMP-AINF:W]		W	31964733 
RDBECOLITUC01281	yjaG	yjaG	yjaG;		[COMP-AINF:W]		W	 
RDBECOLITUC01282	yjaA	yjaA	yjaA;		[COMP-AINF:W]		W	 
RDBECOLITUC01283	arpA	arpA	arpA;		[COMP-AINF:W]		W	 
RDBECOLITUC01284	yjbB	yjbB	yjbB;	yjbBp	[COMP-AINF:W]		W	 
RDBECOLITUC01285	yjbD	yjbD	yjbD;		[COMP-AINF:W]		W	 
RDBECOLITUC01286	yjbE	yjbEFGH	yjbE;	yjbEp1	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		S	17379715 
RDBECOLITUC01287	yjbFGH	yjbEFGH	yjbH;yjbG;yjbF;		[COMP-AINF:W]		W	 
RDBECOLITUC01288	xylE	xylE	xylE;	xylEp	[COMP-AINF:W]		W	29728462 
RDBECOLITUC01289	yjbI	yjbI	yjbI;		[COMP-AINF:W]		W	 
RDBECOLITUC01290	dgkA	dgkA	dgkA;	dgkAp2	[COMP-AINF:W]		W	31964733 
RDBECOLITUC01291	yjbJ	yjbJ	yjbJ;		[COMP-AINF:W]		W	23421615 
RDBECOLITUC01292	yjbLM	yjbLM	yjbM;yjbL;		[COMP-AINF:W]		W	 
RDBECOLITUC01293	dusA	dusA	dusA;		[COMP-AINF:W]		W	 
RDBECOLITUC01294	dnaB	dnaB	dnaB;	dnaBp	[COMP-AINF:W]		W	 
RDBECOLITUC01295	alr	alr	alr;	alrp1	[COMP-AINF:W]		W	 
RDBECOLITUC01296	aphA	aphA	aphA;		[COMP-AINF:W]		W	 
RDBECOLITUC01297	yjbQR	yjbQR	yjbR;yjbQ;	yjbQp	[COMP-AINF:W]		W	 
RDBECOLITUC01298	ghxP	ghxP	ghxP;	ghxPp	[COMP-AINF:W]		W	 
RDBECOLITUC01299	yjcE	yjcE	yjcE;		[COMP-AINF:W]		W	 
RDBECOLITUC01300	yjcF	yjcF	yjcF;		[COMP-AINF:W]		W	 
RDBECOLITUC01301	gltP	gltP	gltP;		[COMP-AINF:W]		W	 
RDBECOLITUC01302	yjcO	yjcO	yjcO;		[COMP-AINF:W]		W	 
RDBECOLITUC01303	mdtNOP	mdtNOP	mdtN;mdtO;mdtP;		[COMP-AINF:W]		W	 
RDBECOLITUC01304	yjcS	yjcS	yjcS;	yjcSp	[COMP-AINF:W]		W	 
RDBECOLITUC01305	yjdP	yjdP	yjdP;		[COMP-AINF:W]		W	 
RDBECOLITUC01306	yjdN	yjdN	yjdN;		[COMP-AINF:W]		W	 
RDBECOLITUC01307	yjdM	yjdM	yjdM;		[COMP-AINF:W]		W	 
RDBECOLITUC01308	rdcAB	rdcAB	rdcB;rdcA;	rdcAp2	[COMP-AINF:W]		W	 
RDBECOLITUC01309	adiC	adiC	adiC;	adiCp7	[COMP-AINF:W]		W	23274360 
RDBECOLITUC01310	yjdF	yjdF	yjdF;		[COMP-AINF:W]		W	 
RDBECOLITUC01311	yjdIJ	yjdIJ	yjdJ;yjdI;		[COMP-AINF:W]		W	 
RDBECOLITUC01312	dtpC	dtpC	dtpC;		[COMP-AINF:W]		W	 
RDBECOLITUC01313	dsbD-yjdC	dsbD-yjdC	dsbD;dicD;		[COMP-AINF:W]		W	 
RDBECOLITUC01314	yjeI	yjeI	yjeI;	yjeIp	[COMP-AINF:W]		W	 
RDBECOLITUC01315	yjeJ	yjeJ	yjeJ;		[COMP-AINF:W]		W	32571968 
RDBECOLITUC01316	epmB	epmB	epmB;		[COMP-AINF:W]		W	34475859 
RDBECOLITUC01317	ecnAB	ecnAB	ecnB;ecnA;		[COMP-AINF:W]		W	 
RDBECOLITUC01318	epmA	epmA	epmA;	epmAp	[COMP-AINF:W]		W	 
RDBECOLITUC01319	yjeM	yjeM	yjeM;		[COMP-AINF:W]		W	 
RDBECOLITUC01320	yjeNO	yjeNO	yjeO;yjeN;		[COMP-AINF:W]		W	 
RDBECOLITUC01321	rsgA	rsgA	rsgA;		[COMP-AINF:W]		W	 
RDBECOLITUC01322	orn	orn	orn;		[COMP-AINF:W]		W	 
RDBECOLITUC01323	yjeT	yjeT	yjeT;		[COMP-AINF:W]		W	 
RDBECOLITUC01324	yjfIJ	nsrR-rnr-rlmB-yjfI	yjfJ;yjfI;		[COMP-AINF:W]		W	 
RDBECOLITUC01325	yjfKLMC	yjfKLMC	yjfC;yjfM;yjfL;yjfK;	yjfKp	[COMP-AINF:W]		W	 
RDBECOLITUC01326	yjfN	yjfN	yjfN;		[COMP-AINF:W]		W	 
RDBECOLITUC01327	bsmA	bsmA	bsmA;	bsmAp	[COMP-AINF:W]		W	21398637 
RDBECOLITUC01328	ulaR	ulaR	ulaR;		[COMP-AINF:W]		W	 
RDBECOLITUC01329	fklB	fklB	fklB;		[COMP-AINF:W]		W	 
RDBECOLITUC01330	cycA	cycA	cycA;	cycAp	[COMP-AINF:W]		W	35336222 
RDBECOLITUC01331	ytfF	ytfF	ytfF;		[COMP-AINF:W]		W	 
RDBECOLITUC01332	qorB	qorB	qorB;		[COMP-AINF:W]		W	 
RDBECOLITUC01333	cysQ	cysQ	cysQ;		[COMP-AINF:W]		W	 
RDBECOLITUC01334	ytfI	ytfI	ytfI;		[COMP-AINF:W]		W	 
RDBECOLITUC01335	ytfL	ytfL	paeA;		[COMP-AINF:W]		W	 
RDBECOLITUC01336	tamAB-ytfP	tamAB-ytfP	ytfP;tamB;tamA;		[COMP-AINF:W]		W	31964733 
RDBECOLITUC01337	ytfQRT-yjfF	ytfQRT-yjfF	yjfF;ytfT;ytfR;ytfQ;		[EXP-IEP-COREGULATION:W][COMP-AINF:W]		W	21398637;24272778 
RDBECOLITUC01338	tldE	tldE	tldE;	tldEp	[COMP-AINF:W]		W	 
RDBECOLITUC01339	cybC	cybC	cybC;		[COMP-AINF:W]		W	 
RDBECOLITUC01340	ridA	ridA	ridA;	ridAp	[COMP-AINF:W]		W	31063124 
RDBECOLITUC01341	yjgH	yjgH	yjgH;		[COMP-AINF:W]		W	 
RDBECOLITUC01342	bdcA	bdcA	bdcA;	bdcAp	[COMP-AINF:W]		W	21059164 
RDBECOLITUC01343	bdcR	bdcR	bdcR;		[COMP-AINF:W]		W	 
RDBECOLITUC01344	tabA	tabA	tabA;		[COMP-AINF:W]		W	 
RDBECOLITUC01345	yjgL	yjgL	yjgL;		[COMP-AINF:W]		W	 
RDBECOLITUC01346	pepA	pepA	pepA;	pepAp1	[COMP-AINF:W]		W	 
RDBECOLITUC01347	lptFG	lptFG	lptG;lptF;		[COMP-AINF:W]		W	35397010 
RDBECOLITUC01348	yjgR	yjgR	yjgR;		[COMP-AINF:W]		W	 
RDBECOLITUC01349	intB	intB	intB;		[COMP-AINF:W]		W	 
RDBECOLITUC01350	insC6CD6D6	insC6CD6D6	insD6;insC6;insCD6;		[COMP-AINF:W]		W	 
RDBECOLITUC01351	yjgX	yjgX	yjgX;		[COMP-AINF:W]		W	 
RDBECOLITUC01352	nanXY	nanXY	nanY;nanX;	yjhBp2	[EXP-IEP-COREGULATION:W][COMP-AINF:W]		W	23935044 
RDBECOLITUC01353	yjhE	yjhE	yjhE;		[COMP-AINF:W]		W	 
RDBECOLITUC01354	insN-2	insN-2	insO;	insNp	[EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF:W]		W	16862137 
RDBECOLITUC01355	insMI3	insMI3	insM;insI3;		[COMP-AINF:W]		W	 
RDBECOLITUC01356	yjhV	yjhV	yjhV;		[COMP-AINF:W]		W	 
RDBECOLITUC01357	insB7	insB7	insB7;		[COMP-AINF:W]		W	 
RDBECOLITUC01358	yjhU	yjhU	yjhU;		[COMP-AINF:W]		W	 
RDBECOLITUC01359	yjhF	yjhF	yjhF;		[COMP-AINF:W]		W	 
RDBECOLITUC01360	yjhIHG	yjhIHG	yjhI;yjhH;yjhG;	yjhIp	[COMP-AINF:W]		W	31482281 
RDBECOLITUC01361	sgcXBCQAER	sgcXBCQAER	sgcX;sgcB;sgcC;sgcQ;sgcA;sgcE;sgcR;		[COMP-AINF:W]		W	 
RDBECOLITUC01362	yjhP	yjhP	yjhP;		[COMP-AINF:W]		W	 
RDBECOLITUC01363	topAI-yjhQ	topAI-yjhQ	topAI;yjhQ;		[COMP-AINF:W]		W	 
RDBECOLITUC01364	nanS	nanCMS	nanS;		[COMP-AINF:W]		W	 
RDBECOLITUC01365	hypT	hypT	hypT;		[COMP-AINF:W]		W	20494990 
RDBECOLITUC01366	yjiHG-iadA	yjiHG-iadA	yjiH;yjiG;iadA;		[COMP-AINF:W]		W	 
RDBECOLITUC01367	yjiJ	yjiJ	yjiJ;		[COMP-AINF:W]		W	 
RDBECOLITUC01368	yjiK	yjiK	yjiK;		[COMP-AINF:W]		W	 
RDBECOLITUC01369	yjiML	yjiML	yjiM;yjiL;		[COMP-AINF:W]		W	 
RDBECOLITUC01370	mdtM-yjiN	mdtM-yjiN	mdtM;yjiN;		[COMP-AINF:W]		W	28644990 
RDBECOLITUC01371	rpnD	rpnD	rpnD;		[COMP-AINF:W]		W	 
RDBECOLITUC01372	yjiS	yjiS	yjiS;		[COMP-AINF:W]		W	 
RDBECOLITUC01373	yjiT	yjiT	yjiT;	yjiTp	[COMP-AINF:W]		W	 
RDBECOLITUC01374	yjiV	yjiV	yjiV;		[COMP-AINF:W]		W	 
RDBECOLITUC01375	yjiXA	yjiXA	yjiX;yjiA;	yjiXp	[COMP-AINF:W]		W	 
RDBECOLITUC01376	lgoT	lgoT	lgoT;		[COMP-AINF:W]		W	 
RDBECOLITUC01377	lgoR	lgoR	lgoR;	lgoRp4	[COMP-AINF:W]		W	 
RDBECOLITUC01378	opgB	opgB	opgB;		[COMP-AINF:W]		W	 
RDBECOLITUC01379	yjjP	yjjP	yjjP;	yjjPp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		S	18055596 
RDBECOLITUC01380	rsmC	rsmC	rsmC;		[COMP-AINF:W]		W	 
RDBECOLITUC01381	holD-rimI-yjjG	holD-rimI-yjjG	yjjG;rimI;holD;	holDp	[COMP-AINF:W]		W	34475859 
RDBECOLITUC01382	prfC	prfC	prfC;	prfCp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		S	8636994 
RDBECOLITUC01383	ytjA	ytjA	ytjA;		[COMP-AINF:W]		W	 
RDBECOLITUC01384	yjjUV	yjjUV	yjjV;yjjU;		[COMP-AINF:W]		W	 
RDBECOLITUC01385	ydeA	ydeA	ydeA;	ydeAp			None	 
RDBECOLITUC01386	yjjW	yjjW	yjjW;		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		S	10760155 
RDBECOLITUC01387	yjjI	yjjI	yjjI;		[COMP-AINF:W]		W	 
RDBECOLITUC01388	yjjJ	yjjJ	hipH;		[COMP-AINF:W]		W	 
RDBECOLITUC01389	serB	radA-nadR	serB;		[COMP-AINF:W]		W	 
RDBECOLITUC01390	radA-nadR	radA-nadR	nadR;radA;		[COMP-AINF:W]		W	 
RDBECOLITUC01391	slt	slt	slt;	sltp7	[COMP-AINF:W]		W	 
RDBECOLITUC01392	qorA	qorA	qorA;	qorAp	[COMP-AINF-SINGLE-DIRECTON:W]		W	 
RDBECOLITUC01393	coaA	coaA	coaA;	coaAp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF-SINGLE-DIRECTON:W]		S	1328157 
RDBECOLITUC01394	cyaY	cyaY	cyaY;		[COMP-AINF-SINGLE-DIRECTON:W]		W	 
RDBECOLITUC01395	ftsAZ	mraZW-ftsLIO-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	ftsZ;ftsA;	ftsAp1			None	10564486 
RDBECOLITUC01396	bax	bax	bax;		[COMP-AINF-SINGLE-DIRECTON:W]		W	 
RDBECOLITUC01397	yghA	yghA	yghA;		[COMP-AINF-SINGLE-DIRECTON:W]		W	 
RDBECOLITUC01398	yghO	yghO	yghO;		[COMP-AINF-SINGLE-DIRECTON:W]		W	 
RDBECOLITUC01399	yggG	yggG	loiP;	loiPp	[COMP-AINF-SINGLE-DIRECTON:W]		W	23421615 
RDBECOLITUC01400	ypfM	ypfM	ypfM;	ypfMp	[COMP-AINF-SINGLE-DIRECTON:W]		W	 
RDBECOLITUC01401	yeiW	yeiW	yeiW;	yeiWp	[COMP-AINF-SINGLE-DIRECTON:W]		W	 
RDBECOLITUC01402	setB	setB	setB;		[COMP-AINF-SINGLE-DIRECTON:W]		W	34903045 
RDBECOLITUC01403	ftsZ	mraZW-ftsLIO-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	ftsZ;	ftsZp2	[EXP-IEP:W]		W	9220001 
RDBECOLITUC01404	yncL	yncL	yncL;		[COMP-AINF-SINGLE-DIRECTON:W]		W	 
RDBECOLITUC01405	yncJ	yncJ	yncJ;		[COMP-AINF-SINGLE-DIRECTON:W]		W	 
RDBECOLITUC01406	insQ	insQ	insQ;		[COMP-AINF-SINGLE-DIRECTON:W]		W	 
RDBECOLITUC01407	yciY	yciY	yciY;		[COMP-AINF-SINGLE-DIRECTON:W]		W	 
RDBECOLITUC01408	ymdF	ymdF	ymdF;		[COMP-AINF-SINGLE-DIRECTON:W]		W	 
RDBECOLITUC01409	ybdR	ybdR	ybdR;		[COMP-AINF-SINGLE-DIRECTON:W]		W	 
RDBECOLITUC01410	lfhA	lfhA	lfhA;		[COMP-AINF-SINGLE-DIRECTON:W]		W	 
RDBECOLITUC01411	ftsZ	mraZW-ftsLIO-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	ftsZ;	ftsZp3	[EXP-IEP:W]		W	9220001 
RDBECOLITUC01412	bolA	bolA	bolA;	bolAp2	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2684651 
RDBECOLITUC01413	tig	tig	tig;		[COMP-AINF:W]		W	2684651 
RDBECOLITUC01414	lsp-fkpB-ispH	ribF-ileS-lspA-fkpB-ispH	ispH;fkpB;lspA;	lspAp	[EXP-IEP:W]		W	2432063;2580835;3294831 
RDBECOLITUC01415	aroH	aroH	aroH;	aroHp2	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	1677907;30810277 
RDBECOLITUC01416	rpmI-rplT	thrS-infC-rpmI-rplT-pheMST-ihfA	rplT;rpmI;	rpmIp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]		S	2191140;6368838;23475967 
RDBECOLITUC01417	thrS-infC-rpmI-rplT-pheMST-ihfA	thrS-infC-rpmI-rplT-pheMST-ihfA	ihfA;pheT;pheS;pheM;rplT;rpmI;infC;thrS;	thrSp	[IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	2838394;6317865 
RDBECOLITUC01418	norR	norR	norR;	norRp	[COMP-AINF-SINGLE-DIRECTON:W]		W	16417519 
RDBECOLITUC01419	ftsZ	mraZW-ftsLIO-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	ftsZ;	ftsZp4	[EXP-IEP:W]		W	9220001 
RDBECOLITUC01420	asnC-mioC	asnC-mioC-mnmG	mioC;asnC;	asnCp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2464126;2864330 
RDBECOLITUC01421	asnC-mioC-mnmG	asnC-mioC-mnmG	mnmG;mioC;asnC;	asnCp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2464126;34475859;2864330 
RDBECOLITUC01422	rraA	menA-rraA	rraA;	rraAp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	16621818 
RDBECOLITUC01423	relA-mazEF	relA-mazEF	mazF;mazE;relA;	relAp2	[EXP-IEP:W][EXP-IEP-COREGULATION:W]		W	2844820;8226627 
RDBECOLITUC01424	rne	rne	rne;	rnep2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF-SINGLE-DIRECTON:W]		S	11849544 
RDBECOLITUC01425	rne	rne	rne;	rnep3	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF-SINGLE-DIRECTON:W]		S	11849544 
RDBECOLITUC01426	smg	smg	smg;				None	15716138 
RDBECOLITUC01427	ygbK	ygbJK	ygbK;	ygbKp			None	 
RDBECOLITUC01428	modABC	modABC	modC;modB;modA;	modAp1			None	 
RDBECOLITUC01429	fliDST	fliDST	fliT;fliS;fliD;	fliDp1			None	31271063 
RDBECOLITUC01430	ftnB	ftnB	ftnB;	ftnBp2			None	 
RDBECOLITUC01431	yqjA-mzrA	yqjA-mzrA	mzrA;yqjA;	yqjAp1	[COMP-AINF:W]		W	 
RDBECOLITUC01432	yjbEFGH	yjbEFGH	yjbH;yjbG;yjbF;yjbE;	yjbEp1	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IMP-POLAR-MUTATION:S][IC-ADJ-GENES-SAME-BIO-PROCESS:W]	[AE(EXP-IDA-TRANSCRIPT-LEN-DETERMINATION/EXP-IMP-POLAR-MUTATION):C]	C	17379715;15184550;14651646;23421615;12024246;17957352;15716429 
RDBECOLITUC01433	mtr	mtr	mtr;	mtrp1	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	1904443 
RDBECOLITUC01434	yrbG-kdsD	lptB-rpoN-hpf-ptsN-yhbJ	kdsD;yrbG;	yrbGp	[EXP-IMP-POLAR-MUTATION:S][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	[AE(EXP-IDA-TRANSCRIPT-LEN-DETERMINATION/EXP-IMP-POLAR-MUTATION):C]	C	16765569;21402154 
RDBECOLITUC01435	kdsC-lptCAB	lptB-rpoN-hpf-ptsN-yhbJ	lptB;lptA;lptC;kdsC;	kdsCp1	[EXP-IMP-POLAR-MUTATION:S][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	[AE(EXP-IDA-TRANSCRIPT-LEN-DETERMINATION/EXP-IMP-POLAR-MUTATION):C]	C	16765569;21402154 
RDBECOLITUC01436	lptAB	lptB-rpoN-hpf-ptsN-yhbJ	lptB;lptA;	lptAp1	[EXP-IMP-POLAR-MUTATION:S][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	[AE(EXP-IDA-TRANSCRIPT-LEN-DETERMINATION/EXP-IMP-POLAR-MUTATION):C]	C	16765569;21402154 
RDBECOLITUC01437	alsK	alsK	alsK;		[COMP-HINF:W]		W	10559180 
RDBECOLITUC01438	CsiR	CsiR	glaR;				None	14731280 
RDBECOLITUC01439	ybbB	ybbB	selU;		[COMP-HINF:W]		W	 
RDBECOLITUC01440	rhaM	rhaM	rhaM;		[COMP-HINF:W]		W	 
RDBECOLITUC01441	macAB	macAB	macB;macA;		[IC-ADJ-GENES-SAME-BIO-PROCESS:W][EXP-IEP-COREGULATION:W]		W	11274125;11544226;21398637 
RDBECOLITUC01442	nhaR	nhaAR	nhaR;		[COMP-HINF:W]		W	 
RDBECOLITUC01443	yadMLKC	yadMLKC	yadC;yadK;yadL;yadM;		[COMP-HINF:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	 
RDBECOLITUC01444	yadN	yadN	yadN;		[COMP-HINF:W]		W	 
RDBECOLITUC01445	glgBXCAP	glgBXCAP	glgP;glgA;glgC;glgX;glgB;	glgBp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IEP-COREGULATION:W]		S	21029047 
RDBECOLITUC01446	yeiL	yeiL	yeiL;		[COMP-HINF:W]		W	 
RDBECOLITUC01447	yeiI	yeiI	yeiI;		[COMP-HINF:W]		W	 
RDBECOLITUC01448	yfaE	nrdAB-yfaE	yfaE;		[COMP-HINF:W]		W	 
RDBECOLITUC01449	rlmM	rlmM	rlmM;		[COMP-HINF:W]		W	31964733 
RDBECOLITUC01450	ygdD	ygdD	ygdD;		[COMP-HINF:W]		W	 
RDBECOLITUC01451	yhfK	yhfK	yhfK;	yhfKp	[COMP-HINF:W]		W	 
RDBECOLITUC01452	frwD	frwD	frwD;		[COMP-HINF:W]		W	 
RDBECOLITUC01453	ftsB	ftsB	ftsB;		[COMP-HINF:W]		W	 
RDBECOLITUC01454	ispDF	ispDF	ispF;ispD;		[COMP-HINF:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	 
RDBECOLITUC01455	truD	truD	truD;		[COMP-HINF:W]		W	 
RDBECOLITUC01456	glf-rfc	glf-rfc	wbbH;glf;		[COMP-HINF:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	 
RDBECOLITUC01457	yhjR	yhjR	yhjR;	yhjRp	[COMP-HINF:W]		W	 
RDBECOLITUC01458	wbbIJK	wbbIJK	wbbK;wbbJ;wbbI;		[COMP-HINF:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	 
RDBECOLITUC01459	hsdRMS	hsdRMS	hsdS;hsdM;hsdR;		[COMP-HINF:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	 
RDBECOLITUC01460	yfhG	yfhG	qseG;		[COMP-HINF:W]		W	 
RDBECOLITUC01461	yfhA	glrR-glnB	glrR;		[COMP-HINF:W]		W	 
RDBECOLITUC01462	holC	holC-valS	holC;		[COMP-HINF:W]		W	 
RDBECOLITUC01463	yjhA	nanCMS	nanC;		[COMP-HINF:W]		W	 
RDBECOLITUC01464	yjaH	yjaH	yjaH;				None	 
RDBECOLITUC01465	ymbA	pqiABC	pqiC;		[COMP-HINF:W]		W	 
RDBECOLITUC01466	yqgB	yqgB	yqgB;		[COMP-HINF:W]		W	 
