# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 13.0
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	06-03-2024
## Columns:
## (1) tuId. Transcription Unit identifier assigned by RegulonDB
## (2) tuName. Transcription unit name 
## (3) operonId. Operon id containing the transcription uni 
## (4) operonName. Operon name containing the transcription unit
## (5) tuGenesIds. Ids of the gene(s) contained in the transcription unit
## (6) tuGenesNames. Names of the gene(s) contained in the transcription unit
## (7) promoterId. Promoter Id
## (8) promoterName. Promoter Name
## (9) sigmaFactor. Sigma Factor associated to 
##(10) tfsIds. transcription Factors ids that regulates the transcription Unit
##(11) tfsNames. transcription Factors names that regulates the transcription Unit
##
1)tuId	2)tuName	3)operonId	4)operonName	5)tuGenesIds	6)tuGenesNames	7)promoterId	8)promoterName	9)sigmaFactor	10)tfsIds	11)tfsNames 
RDBECOLITUC00956	rppH-ptsP	RDBECOLIOPC00635	rppH-ptsP	RDBECOLIGNC04271,RDBECOLIGNC02072	rppH;ptsP;	RDBECOLIPMC00562	rppHp			 
RDBECOLITUC00957	mutH	RDBECOLIOPC02381	mutH	RDBECOLIGNC00616	mutH;					 
RDBECOLITUC00958	ygdQ	RDBECOLIOPC01227	ygdQ	RDBECOLIGNC04272	ygdQ;					 
RDBECOLITUC00959	ygdR	RDBECOLIOPC00357	ygdR	RDBECOLIGNC04273	ygdR;				RDBECOLITFC00135	Nac 
RDBECOLITUC00960	tas	RDBECOLIOPC01965	tas	RDBECOLIGNC04274	tas;					 
RDBECOLITUC00961	aas-lplT	RDBECOLIOPC00968	aas-lplT	RDBECOLIGNC01620,RDBECOLIGNC02299	aas;lplT;					 
RDBECOLITUC00962	ygeA	RDBECOLIOPC03217	araE-ygeA	RDBECOLIGNC01139	ygeA;					 
RDBECOLITUC00963	kduD	RDBECOLIOPC01611	kduD	RDBECOLIGNC02224	kduD;					 
RDBECOLITUC00964	kduI	RDBECOLIOPC00677	kduI	RDBECOLIGNC04275	kduI;				RDBECOLITFC00135	Nac 
RDBECOLITUC00965	yqeF	RDBECOLIOPC02301	yqeF	RDBECOLIGNC04276	yqeF;				RDBECOLITFC00189	CRP 
RDBECOLITUC00966	yqeG	RDBECOLIOPC01270	yqeG	RDBECOLIGNC04277	yqeG;					 
RDBECOLITUC00967	yqeH	RDBECOLIOPC00398	yqeH	RDBECOLIGNC04278	yqeH;					 
RDBECOLITUC00968	yqeIJ	RDBECOLIOPC01903	yqeIJ	RDBECOLIGNC04280,RDBECOLIGNC04279	yqeJ;yqeI;					 
RDBECOLITUC00969	ygeF	RDBECOLIOPC00916	ygeF	RDBECOLIGNC04282	ygeF;					 
RDBECOLITUC00970	ygeG	RDBECOLIOPC00126	ygeG	RDBECOLIGNC04283	ygeG;				RDBECOLITFC00135	Nac 
RDBECOLITUC00971	ygeH	RDBECOLIOPC01543	ygeH	RDBECOLIGNC04284	ygeH;	RDBECOLIPMC01799	ygeHp10	sigma70	RDBECOLITFC00152	CysB 
RDBECOLITUC00972	ygeI	RDBECOLIOPC00621	ygeI	RDBECOLIGNC04285	ygeI;					 
RDBECOLITUC00973	pbl	RDBECOLIOPC02362	pbl	RDBECOLIGNC04286	pbl;					 
RDBECOLITUC00974	ygeLK	RDBECOLIOPC01214	ygeLK	RDBECOLIGNC04288,RDBECOLIGNC04287	ygeL;ygeK;					 
RDBECOLITUC00975	insC4D4CD4-ygeON	RDBECOLIOPC00346	insC4D4CD4-ygeON	RDBECOLIGNC04292,RDBECOLIGNC04291,RDBECOLIGNC02630,RDBECOLIGNC04290,RDBECOLIGNC04289	insC4;insD4;insCD4;ygeO;ygeN;					 
RDBECOLITUC00976	ygeP	RDBECOLIOPC01949	ygeP	RDBECOLIGNC04293	ygeP;					 
RDBECOLITUC00977	ygeQ	RDBECOLIOPC00955	ygeQ	RDBECOLIGNC04294	ygeQ;					 
RDBECOLITUC00978	glyU	RDBECOLIOPC01786	glyU	RDBECOLIGNC02474	glyU;					 
RDBECOLITUC00979	ygeR	RDBECOLIOPC01596	ygeR	RDBECOLIGNC04295	actS;					 
RDBECOLITUC00980	ygeW	RDBECOLIOPC00664	ygeW	RDBECOLIGNC04300	ygeW;				RDBECOLITFC00189	CRP 
RDBECOLITUC00981	ygeX	RDBECOLIOPC02284	ygeX	RDBECOLIGNC04301	ygeX;					 
RDBECOLITUC00982	ygeY	RDBECOLIOPC01258	ygeY	RDBECOLIGNC04302	ygeY;					 
RDBECOLITUC00983	hyuA	RDBECOLIOPC00384	hyuA	RDBECOLIGNC04303	hyuA;					 
RDBECOLITUC00984	yqeA	RDBECOLIOPC01888	yqeA	RDBECOLIGNC04304	yqeA;					 
RDBECOLITUC00985	yqeB	RDBECOLIOPC00903	yqeB	RDBECOLIGNC04305	yqeB;					 
RDBECOLITUC00986	yqeC	RDBECOLIOPC00115	yqeC	RDBECOLIGNC04306	yqeC;					 
RDBECOLITUC00987	mocA	RDBECOLIOPC01529	mocA	RDBECOLIGNC04307	mocA;					 
RDBECOLITUC00988	ygfK-ssnA	RDBECOLIOPC02915	ygfK-ssnA	RDBECOLIGNC04309,RDBECOLIGNC04308	ssnA;ygfK;	RDBECOLIPMC00330	ygfKp	sigma54		 
RDBECOLITUC00989	ygfM-xdhD	RDBECOLIOPC02342	ygfM-xdhD	RDBECOLIGNC04311,RDBECOLIGNC04310	xdhD;ygfM;					 
RDBECOLITUC00990	xanQ-guaD-ghxQ	RDBECOLIOPC01203	xanQ-guaD-ghxQ	RDBECOLIGNC04314,RDBECOLIGNC04313,RDBECOLIGNC04312	ghxQ;guaD;xanQ;					 
RDBECOLITUC00991	ygfTS	RDBECOLIOPC00335	ygfTS	RDBECOLIGNC04316,RDBECOLIGNC04315	ygfT;ygfS;					 
RDBECOLITUC00992	uacT	RDBECOLIOPC01932	uacT	RDBECOLIGNC04317	uacT;					 
RDBECOLITUC00993	idi	RDBECOLIOPC00942	idi	RDBECOLIGNC04318	idi;					 
RDBECOLITUC00994	xerD	RDBECOLIOPC03540	dsbC-recJ-prfB	RDBECOLIGNC01059	xerD;					 
RDBECOLITUC00995	sdhE-ygfX	RDBECOLIOPC01580	sdhE-ygfX	RDBECOLIGNC04320,RDBECOLIGNC04319	sdhE;ygfX;	RDBECOLIPMC00146	sdhEp			 
RDBECOLITUC00996	yqfA	RDBECOLIOPC00650	yqfA	RDBECOLIGNC04322	trhA;					 
RDBECOLITUC00997	yqfB	RDBECOLIOPC02266	yqfB	RDBECOLIGNC04323	yqfB;					 
RDBECOLITUC00998	ygfF	RDBECOLIOPC01245	ygfF	RDBECOLIGNC04324	ygfF;					 
RDBECOLITUC00999	ygfB-pepP-ubiHI	RDBECOLIOPC00373	ygfB-pepP-ubiHI	RDBECOLIGNC01293,RDBECOLIGNC00688,RDBECOLIGNC01294,RDBECOLIGNC01303	ygfB;pepP;ubiH;ubiI;	RDBECOLIPMC02461	ygfBp	sigma70		 
RDBECOLITUC01000	zapA	RDBECOLIOPC01873	zapA	RDBECOLIGNC02412	zapA;					 
RDBECOLITUC01001	ssrS-ygfA	RDBECOLIOPC02420	ssrS-ygfA	RDBECOLIGNC01140,RDBECOLIGNC02536	fau;ssrS;	RDBECOLIPMC00230	ssrSp1	sigma70	RDBECOLITFC00020,RDBECOLITFC00014,RDBECOLITFC00066,RDBECOLITFC00053	H-NS,Lrp,StpA,Fis 
RDBECOLITUC01002	yqfE	RDBECOLIOPC00101	yqfE	RDBECOLIGNC04325	yqfE;					 
RDBECOLITUC01003	ygfI	RDBECOLIOPC01514	ygfI	RDBECOLIGNC04328	srsR;				RDBECOLITFC00135	Nac 
RDBECOLITUC01004	argO	RDBECOLIOPC00593	argO	RDBECOLIGNC01141	argO;	RDBECOLIPMC03269	argOp	sigma70	RDBECOLITFC00014,RDBECOLITFC00014,RDBECOLITFC00014,RDBECOLITFC00076,RDBECOLITFC00076	Lrp,Lrp,Lrp,ArgP,ArgP 
RDBECOLITUC01005	mscS	RDBECOLIOPC02324	mscS	RDBECOLIGNC01142	mscS;	RDBECOLIPMC00148	mscSp			 
RDBECOLITUC01006	cmtBA-yggPF-fumE-yggC	RDBECOLIOPC02657	cmtBA-yggPF-fumE-yggC	RDBECOLIGNC01722,RDBECOLIGNC01723,RDBECOLIGNC04329,RDBECOLIGNC01220,RDBECOLIGNC01144,RDBECOLIGNC01143	cmtB;cmtA;yggP;yggF;fumE;yggC;					 
RDBECOLITUC01007	tktA	RDBECOLIOPC00323	tktA	RDBECOLIGNC01390	tktA;	RDBECOLIPMC00149	tktAp			 
RDBECOLITUC01008	yggI	RDBECOLIOPC01916	yggI	RDBECOLIGNC02020	yggI;					 
RDBECOLITUC01009	rsmE-gshB	RDBECOLIOPC00931	rsmE-gshB	RDBECOLIGNC00412,RDBECOLIGNC02229	gshB;rsmE;					 
RDBECOLITUC01010	yqgEF	RDBECOLIOPC00054	yqgEF	RDBECOLIGNC04334,RDBECOLIGNC04333	yqgF;yqgE;					 
RDBECOLITUC01011	yggSTU-rdgB-hemW	RDBECOLIOPC03185	yggSTU-rdgB-hemW	RDBECOLIGNC04340,RDBECOLIGNC04339,RDBECOLIGNC04338,RDBECOLIGNC04337,RDBECOLIGNC04336	hemW;rdgB;yggU;yggT;yggS;					 
RDBECOLITUC01012	yggM	RDBECOLIOPC00640	yggM	RDBECOLIGNC02358	yggM;					 
RDBECOLITUC01013	trmB-yggL	RDBECOLIOPC02248	trmB-yggL	RDBECOLIGNC01710,RDBECOLIGNC02291	trmB;yggL;					 
RDBECOLITUC01014	yqgA	RDBECOLIOPC01230	yqgA	RDBECOLIGNC04343	yqgA;					 
RDBECOLITUC01015	yghED	RDBECOLIOPC00362	yghED	RDBECOLIGNC04345,RDBECOLIGNC04344	yghE;yghD;					 
RDBECOLITUC01016	yghG	RDBECOLIOPC01857	yghG	RDBECOLIGNC04347	yghG;				RDBECOLITFC00135	Nac 
RDBECOLITUC01017	pppA	RDBECOLIOPC00874	pppA	RDBECOLIGNC04348	pppA;					 
RDBECOLITUC01018	yghJ	RDBECOLIOPC00091	yghJ	RDBECOLIGNC04349	yghJ;				RDBECOLITFC00179	PdeL 
RDBECOLITUC01019	yghQ	RDBECOLIOPC01496	yghQ	RDBECOLIGNC04357	yghQ;					 
RDBECOLITUC01020	yghSR	RDBECOLIOPC00579	yghSR	RDBECOLIGNC04359,RDBECOLIGNC04358	yghS;yghR;				RDBECOLITFC00212	LeuO 
RDBECOLITUC01021	pitB	RDBECOLIOPC02304	pitB	RDBECOLIGNC02417	pitB;	RDBECOLIPMC03013	pitBp	sigma70	RDBECOLITFC00202	PhoB 
RDBECOLITUC01022	gss	RDBECOLIOPC01176	gss	RDBECOLIGNC02416	gss;	RDBECOLIPMC00150	gssp			 
RDBECOLITUC01023	yghW	RDBECOLIOPC00311	yghW	RDBECOLIGNC04363	yghW;					 
RDBECOLITUC01024	yghX	RDBECOLIOPC01902	yghX	RDBECOLIGNC04364	yghX;					 
RDBECOLITUC01025	yghB	RDBECOLIOPC00921	yghB	RDBECOLIGNC01753	yghB;	RDBECOLIPMC00152	yghBp			 
RDBECOLITUC01026	yqhD-dkgA	RDBECOLIOPC01546	yqhD-dkgA	RDBECOLIGNC04371,RDBECOLIGNC04370	dkgA;yqhD;	RDBECOLIPMC00494	yqhDp	sigma70	RDBECOLITFC00093,RDBECOLITFC00171,RDBECOLITFC00171	Fur,YqhC,YqhC 
RDBECOLITUC01027	None	RDBECOLIOPC01546	yqhD-dkgA	RDBECOLIGNC04371	dkgA;	RDBECOLIPMC00153	dkgAp	sigma38		 
RDBECOLITUC01028	yqhG	RDBECOLIOPC00627	yqhG	RDBECOLIGNC04372	yqhG;	RDBECOLIPMC02480	yqhGp		RDBECOLITFC00095	RcsB-BglJ 
RDBECOLITUC01029	yqhH	RDBECOLIOPC02228	yqhH	RDBECOLIGNC04373	yqhH;					 
RDBECOLITUC01030	ygiQ	RDBECOLIOPC01217	ygiQ	RDBECOLIGNC04374	ygiQ;					 
RDBECOLITUC01031	ftsP	RDBECOLIOPC00351	ftsP	RDBECOLIGNC01343	ftsP;					 
RDBECOLITUC01032	plsC	RDBECOLIOPC01841	plsC	RDBECOLIGNC01344	plsC;					 
RDBECOLITUC01033	parC	RDBECOLIOPC00859	parC	RDBECOLIGNC00678	parC;					 
RDBECOLITUC01034	ygiS	RDBECOLIOPC00081	ygiS	RDBECOLIGNC04375	ygiS;					 
RDBECOLITUC01035	mqsRA	RDBECOLIOPC02639	mqsRA	RDBECOLIGNC04377,RDBECOLIGNC04376	mqsR;mqsA;	RDBECOLIPMC00304	mqsRp1	sigma70	RDBECOLITFC00016,RDBECOLITFC00016	MqsA,MqsA 
RDBECOLITUC01036	ygiV	RDBECOLIOPC00568	ygiV	RDBECOLIGNC04378	ygiV;				RDBECOLITFC00080	GlaR 
RDBECOLITUC01037	ygiW	RDBECOLIOPC02287	ygiW	RDBECOLIGNC04379	ygiW;					 
RDBECOLITUC01038	mdaB	RDBECOLIOPC01160	mdaB	RDBECOLIGNC02341	mdaB;				RDBECOLITFC00074,RDBECOLITFC00051,RDBECOLITFC00201	MarA,Rob,SoxS 
RDBECOLITUC01039	ygiN	RDBECOLIOPC00299	ygiN	RDBECOLIGNC02342	ygiN;				RDBECOLITFC00135	Nac 
RDBECOLITUC01040	nudF-yqiB-cpdA-yqiA-parE	RDBECOLIOPC01887	nudF-yqiB-cpdA-yqiA-parE	RDBECOLIGNC02339,RDBECOLIGNC04384,RDBECOLIGNC04383,RDBECOLIGNC04382,RDBECOLIGNC00679	nudF;yqiB;cpdA;yqiA;parE;				RDBECOLITFC00112	CreB 
RDBECOLITUC01041	tolC-ygiBC	RDBECOLIOPC01896	tolC-ygiBC	RDBECOLIGNC01147,RDBECOLIGNC01146,RDBECOLIGNC00997	ygiC;ygiB;tolC;	RDBECOLIPMC00224	tolCp4	sigma38	RDBECOLITFC00074,RDBECOLITFC00201,RDBECOLITFC00051	MarA,SoxS,Rob 
RDBECOLITUC01042	sroG-ribB	RDBECOLIOPC00038	sroG-ribB	RDBECOLIGNC02924,RDBECOLIGNC00458	sroG;ribB;	RDBECOLIPMC00154	ribBp			 
RDBECOLITUC01043	ubiK	RDBECOLIOPC01531	ubiK	RDBECOLIGNC04385	ubiK;					 
RDBECOLITUC01044	ygiL	RDBECOLIOPC00613	ygiL	RDBECOLIGNC02226	ygiL;					 
RDBECOLITUC01045	insC5CD5D5-yqiHIG	RDBECOLIOPC02210	insC5CD5D5-yqiHIG	RDBECOLIGNC04390,RDBECOLIGNC04389,RDBECOLIGNC04388,RDBECOLIGNC04387,RDBECOLIGNC04386,RDBECOLIGNC02631	yqiI;yqiH;yqiG;insD5;insC5;insCD5;	RDBECOLIPMC02409	insC-5p	sigma38		 
RDBECOLITUC01046	yqiJK	RDBECOLIOPC01205	yqiJK	RDBECOLIGNC04392,RDBECOLIGNC04391	yqiK;yqiJ;					 
RDBECOLITUC01047	sibD	RDBECOLIOPC00339	sibD	RDBECOLIGNC02912	sibD;	RDBECOLIPMC00254	sibDp	sigma70		 
RDBECOLITUC01048	hldE	RDBECOLIOPC01827	hldE	RDBECOLIGNC04393	hldE;					 
RDBECOLITUC01049	ygiF-glnE	RDBECOLIOPC00847	ygiF-glnE	RDBECOLIGNC01550,RDBECOLIGNC01549	ygiF;glnE;					 
RDBECOLITUC01050	folB	RDBECOLIOPC00069	folB	RDBECOLIGNC01614	folB;					 
RDBECOLITUC01051	ebgR	RDBECOLIOPC01466	ebgR	RDBECOLIGNC00248	ebgR;	RDBECOLIPMC00155	ebgRp			 
RDBECOLITUC01052	ygjI	RDBECOLIOPC00555	ygjI	RDBECOLIGNC02368	ygjI;				RDBECOLITFC00135,RDBECOLITFC00080	Nac,GlaR 
RDBECOLITUC01053	ygjJK	RDBECOLIOPC02269	ygjJK	RDBECOLIGNC04400,RDBECOLIGNC04399	ygjK;ygjJ;					 
RDBECOLITUC01054	fadH	RDBECOLIOPC01147	fadH	RDBECOLIGNC02967	fadH;	RDBECOLIPMC00500	fadHp		RDBECOLITFC00126,RDBECOLITFC00098,RDBECOLITFC00189,RDBECOLITFC00220	FadR,ArcA,CRP,HipB 
RDBECOLITUC01055	higBA	RDBECOLIOPC00289	higBA	RDBECOLIGNC04402,RDBECOLIGNC04401	higB;higA;	RDBECOLIPMC02419	higBp	sigma70	RDBECOLITFC00194,RDBECOLITFC00122,RDBECOLITFC00122	HigA,HigBA,HigBA 
RDBECOLITUC01056	rlmG	RDBECOLIOPC01872	rlmG	RDBECOLIGNC04403	rlmG;					 
RDBECOLITUC01057	ygjP	RDBECOLIOPC00894	ygjP	RDBECOLIGNC04404	ygjP;					 
RDBECOLITUC01058	ygjQ	RDBECOLIOPC00025	ygjQ	RDBECOLIGNC04405	ygjQ;					 
RDBECOLITUC01059	ygjR	RDBECOLIOPC01517	ygjR	RDBECOLIGNC04406	ygjR;	RDBECOLIPMC00156	ygjRp			 
RDBECOLITUC01060	alx	RDBECOLIOPC00599	alx	RDBECOLIGNC04407	alx;					 
RDBECOLITUC01061	sstT	RDBECOLIOPC02193	sstT	RDBECOLIGNC02369	sstT;	RDBECOLIPMC00157	sstTp			 
RDBECOLITUC01062	ygjV	RDBECOLIOPC01193	ygjV	RDBECOLIGNC04408	ygjV;					 
RDBECOLITUC01063	yqjCDEK	RDBECOLIOPC03531	yqjCDEK	RDBECOLIGNC04414,RDBECOLIGNC04413,RDBECOLIGNC04412,RDBECOLIGNC04411	yqjK;yqjE;yqjD;yqjC;	RDBECOLIPMC04054	yqjCp	sigma28		 
RDBECOLITUC01064	yqjF	RDBECOLIOPC01812	yqjF	RDBECOLIGNC04415	yqjF;				RDBECOLITFC00185	YhaJ 
RDBECOLITUC01065	yqjG	RDBECOLIOPC00834	yqjG	RDBECOLIGNC04416	yqjG;					 
RDBECOLITUC01066	yhaH	RDBECOLIOPC00059	yhaH	RDBECOLIGNC04417	yhaH;					 
RDBECOLITUC01067	yhaI	RDBECOLIOPC01453	yhaI	RDBECOLIGNC04418	yhaI;				RDBECOLITFC00135	Nac 
RDBECOLITUC01068	yhaKL	RDBECOLIOPC00545	yhaKL	RDBECOLIGNC04421,RDBECOLIGNC04420	yhaL;yhaK;				RDBECOLITFC00185	YhaJ 
RDBECOLITUC01069	cyuPA	RDBECOLIOPC02251	cyuPA	RDBECOLIGNC02373,RDBECOLIGNC04422	cyuP;cyuA;				RDBECOLITFC00047	DecR 
RDBECOLITUC01070	tdcR	RDBECOLIOPC01135	tdcR	RDBECOLIGNC00980	tdcR;				RDBECOLITFC00135	Nac 
RDBECOLITUC01071	yhaBC	RDBECOLIOPC00279	yhaBC	RDBECOLIGNC01155,RDBECOLIGNC01154	yhaC;yhaB;					 
RDBECOLITUC01072	sohA-yhaV	RDBECOLIOPC01856	sohA-yhaV	RDBECOLIGNC04426,RDBECOLIGNC00943	yhaV;prlF;	RDBECOLIPMC03123	sohAp	sigma70		 
RDBECOLITUC01073	yraH	RDBECOLIOPC00879	yraH	RDBECOLIGNC04434	yraH;				RDBECOLITFC00135	Nac 
RDBECOLITUC01074	yraIJK	RDBECOLIOPC00011	yraIJK	RDBECOLIGNC04437,RDBECOLIGNC04436,RDBECOLIGNC04435	yraK;yraJ;yraI;					 
RDBECOLITUC01075	yraQ	RDBECOLIOPC01499	yraQ	RDBECOLIGNC04442	yraQ;					 
RDBECOLITUC01076	yraR	RDBECOLIOPC00585	yraR	RDBECOLIGNC04443	yraR;	RDBECOLIPMC00564	yraRp			 
RDBECOLITUC01077	ubiT-yhbS	RDBECOLIOPC02173	ubiT-yhbS	RDBECOLIGNC04448,RDBECOLIGNC04447	ubiT;yhbS;	RDBECOLIPMC00158	ubiTp1			 
RDBECOLITUC01078	ubiUV	RDBECOLIOPC01179	ubiUV	RDBECOLIGNC04450,RDBECOLIGNC04449	ubiV;ubiU;					 
RDBECOLITUC01079	yhbW	RDBECOLIOPC00316	yhbW	RDBECOLIGNC04451	yhbW;				RDBECOLITFC00074,RDBECOLITFC00051,RDBECOLITFC00201	MarA,Rob,SoxS 
RDBECOLITUC01080	deaD	RDBECOLIOPC03510	yrbN-deaD	RDBECOLIGNC00209	deaD;					 
RDBECOLITUC01081	nlpI	RDBECOLIOPC00822	nlpI	RDBECOLIGNC02234	nlpI;					 
RDBECOLITUC01082	yhbX	RDBECOLIOPC00049	yhbX	RDBECOLIGNC04452	yhbX;				RDBECOLITFC00135	Nac 
RDBECOLITUC01083	folP-glmM	RDBECOLIOPC01440	folP-glmM	RDBECOLIGNC02565,RDBECOLIGNC01505	folP;glmM;					 
RDBECOLITUC01085	ispB	RDBECOLIOPC02231	ispB	RDBECOLIGNC00015	ispB;				RDBECOLITFC00135	Nac 
RDBECOLITUC01086	sfsB	RDBECOLIOPC01119	sfsB	RDBECOLIGNC00648	sfsB;	RDBECOLIPMC02482	sfsBp		RDBECOLITFC00095	RcsB-BglJ 
RDBECOLITUC01087	murA	RDBECOLIOPC02630	ibaG-murA	RDBECOLIGNC01326	murA;					 
RDBECOLITUC01088	ibaG	RDBECOLIOPC02630	ibaG-murA	RDBECOLIGNC04454	ibaG;	RDBECOLIPMC00505	ibaGp2	sigma24	RDBECOLITFC00029	MlrA 
RDBECOLITUC01089	mlaFEDCB	RDBECOLIOPC03196	mlaFEDCB	RDBECOLIGNC02383,RDBECOLIGNC02382,RDBECOLIGNC02381,RDBECOLIGNC04456,RDBECOLIGNC04455	mlaF;mlaE;mlaD;mlaC;mlaB;	RDBECOLIPMC02546	mlaFp2		RDBECOLITFC00074	MarA 
RDBECOLITUC01090	elbB-mtgA	RDBECOLIOPC02594	elbB-mtgA	RDBECOLIGNC01349,RDBECOLIGNC04462	elbB;mtgA;					 
RDBECOLITUC01091	yhcC	RDBECOLIOPC01482	yhcC	RDBECOLIGNC04463	yhcC;				RDBECOLITFC00109,RDBECOLITFC00135	ArgR,Nac 
RDBECOLITUC01092	yhcADE	RDBECOLIOPC00574	yhcADE	RDBECOLIGNC04465,RDBECOLIGNC04464,RDBECOLIGNC01469	yhcE;yhcD;yhcA;					 
RDBECOLITUC01093	yhcF	RDBECOLIOPC02156	yhcF	RDBECOLIGNC04467	yhcF;					 
RDBECOLITUC01094	yhcG	RDBECOLIOPC01162	yhcG	RDBECOLIGNC04468	yhcG;					 
RDBECOLITUC01095	nanR	RDBECOLIOPC00305	nanR	RDBECOLIGNC04472	nanR;					 
RDBECOLITUC01096	zapE	RDBECOLIOPC01781	zapE	RDBECOLIGNC04474	zapE;					 
RDBECOLITUC01097	yhcB	RDBECOLIOPC00809	yhcB	RDBECOLIGNC04475	zapG;	RDBECOLIPMC00162	yhcBp			 
RDBECOLITUC01098	degQS	RDBECOLIOPC01172	degQS	RDBECOLIGNC01594,RDBECOLIGNC04476	degS;degQ;	RDBECOLIPMC00163	degQp1			 
RDBECOLITUC01099	yhcN	RDBECOLIOPC01427	yhcN	RDBECOLIGNC04477	yhcN;					 
RDBECOLITUC01100	yhcO	RDBECOLIOPC00524	yhcO	RDBECOLIGNC04478	yhcO;					 
RDBECOLITUC01101	aaeXAB	RDBECOLIOPC02213	aaeXAB	RDBECOLIGNC04481,RDBECOLIGNC04480,RDBECOLIGNC04479	aaeX;aaeA;aaeB;	RDBECOLIPMC00565	aaeXp		RDBECOLITFC00189,RDBECOLITFC00228	CRP,AaeR 
RDBECOLITUC01102	tldD	RDBECOLIOPC01106	tldD	RDBECOLIGNC04483	tldD;					 
RDBECOLITUC01103	yhdP	RDBECOLIOPC00257	yhdP	RDBECOLIGNC04484	yhdP;					 
RDBECOLITUC01104	csrD	RDBECOLIOPC01826	csrD	RDBECOLIGNC00016	csrD;					 
RDBECOLITUC01105	yhdJ	RDBECOLIOPC00850	yhdJ	RDBECOLIGNC01453	yhdJ;					 
RDBECOLITUC01106	yhdU	RDBECOLIOPC02574	yhdU	RDBECOLIGNC04487	yhdU;					 
RDBECOLITUC01107	yhdV	RDBECOLIOPC01469	yhdV	RDBECOLIGNC04488	yhdV;				RDBECOLITFC00135	Nac 
RDBECOLITUC01108	trkA	RDBECOLIOPC00559	trkA	RDBECOLIGNC01007	trkA;	RDBECOLIPMC03164	trkAp			 
RDBECOLITUC01109	mscL	RDBECOLIOPC02141	mscL	RDBECOLIGNC01161	mscL;	RDBECOLIPMC00164	mscLp			 
RDBECOLITUC01110	arfA	RDBECOLIOPC01150	arfA	RDBECOLIGNC02602	arfA;	RDBECOLIPMC02015	arfAp3	sigma70		 
RDBECOLITUC01111	yhdN-zntR	RDBECOLIOPC00292	yhdN-zntR	RDBECOLIGNC01892,RDBECOLIGNC01891	yhdN;zntR;	RDBECOLIPMC03143	yhdNp	sigma32		 
RDBECOLITUC01112	gspCDEFGHIJKLMO	RDBECOLIOPC03529	gspCDEFGHIJKLMO	RDBECOLIGNC01327,RDBECOLIGNC02063,RDBECOLIGNC04503,RDBECOLIGNC04502,RDBECOLIGNC04501,RDBECOLIGNC04500,RDBECOLIGNC04499,RDBECOLIGNC04498,RDBECOLIGNC04497,RDBECOLIGNC04496,RDBECOLIGNC04495,RDBECOLIGNC04494	gspO;gspM;gspL;gspK;gspJ;gspI;gspH;gspG;gspF;gspE;gspD;gspC;	RDBECOLIPMC03040	gspCp3	sigma70	RDBECOLITFC00093,RDBECOLITFC00020	Fur,H-NS 
RDBECOLITUC01113	bfd-bfr	RDBECOLIOPC00795	bfd-bfr	RDBECOLIGNC01162,RDBECOLIGNC00109	bfd;bfr;					 
RDBECOLITUC01114	yheO-tusDCB	RDBECOLIOPC02806	yheO-tusDCB	RDBECOLIGNC04507,RDBECOLIGNC04506,RDBECOLIGNC04505,RDBECOLIGNC04504	yheO;tusD;tusC;tusB;	RDBECOLIPMC00166	yheOp1			 
RDBECOLITUC01115	slyD	RDBECOLIOPC01413	slyD	RDBECOLIGNC01604	slyD;					 
RDBECOLITUC01116	kefGB-yheV	RDBECOLIOPC00513	kefGB-yheV	RDBECOLIGNC04509,RDBECOLIGNC02439,RDBECOLIGNC02603	kefG;kefB;yheV;					 
RDBECOLITUC01117	yheSTU	RDBECOLIOPC02194	yheSTU	RDBECOLIGNC04511,RDBECOLIGNC04510,RDBECOLIGNC02418	yheU;yheT;yheS;					 
RDBECOLITUC01118	prkB	RDBECOLIOPC01093	prkB	RDBECOLIGNC02228	prkB;	RDBECOLIPMC00168	prkBp			 
RDBECOLITUC01119	tsgA	RDBECOLIOPC00240	tsgA	RDBECOLIGNC01236	tsgA;	RDBECOLIPMC00169	tsgAp		RDBECOLITFC00038	NsrR 
RDBECOLITUC01120	yhfL	RDBECOLIOPC01809	yhfL	RDBECOLIGNC04513	yhfL;				RDBECOLITFC00135	Nac 
RDBECOLITUC01121	yhfXW-php-yhfUTS	RDBECOLIOPC00837	yhfXW-php-yhfUTS	RDBECOLIGNC04523,RDBECOLIGNC04522,RDBECOLIGNC04521,RDBECOLIGNC04520,RDBECOLIGNC04519,RDBECOLIGNC04518	yhfX;yhfW;php;yhfU;yhfT;yhfS;					 
RDBECOLITUC01122	yhfZY	RDBECOLIOPC02553	yhfZY	RDBECOLIGNC04525,RDBECOLIGNC04524	yhfZ;yhfY;					 
